timestamp,loft_temperature,mid_tank_temperature,cupboard_temperature,gas_boiler_temperature,boiler_return_temperature,wood_burner_temperature,shower_output_temperature
2021-08-20T15:53:00Z,22.06,62.81,,62.94,36.50,63.06,40.38
2021-08-20T15:54:00Z,22.06,62.81,,62.94,36.56,63.06,40.31
2021-08-20T15:43:00Z,22.06,62.06,,62.12,35.69,85.00,38.88
2021-08-20T16:00:00Z,22.06,62.06,,62.19,35.38,62.00,38.56
2021-08-20T16:01:00Z,22.06,62.19,,62.38,35.12,62.25,38.50
2021-08-20T16:02:00Z,22.06,62.31,,62.56,35.00,62.44,38.50
2021-08-20T16:04:00Z,22.06,62.31,,62.62,35.06,62.62,38.56
2021-08-20T16:05:00Z,22.06,62.38,,62.75,35.06,62.69,38.62
2021-08-20T16:06:00Z,22.06,62.44,36.31,62.75,35.00,62.75,38.69
2021-08-20T16:08:00Z,22.06,62.50,36.69,62.81,35.06,62.81,38.75
2021-08-20T16:09:00Z,22.06,62.56,37.12,62.81,35.12,62.81,38.75
2021-08-20T16:11:00Z,22.06,62.56,37.38,62.81,35.19,62.88,38.81
2021-08-20T16:12:00Z,22.06,62.56,37.44,62.81,35.25,62.88,38.88
2021-08-20T16:13:00Z,22.06,62.56,37.62,62.75,35.38,62.88,38.88
2021-08-20T16:14:00Z,22.06,62.56,37.75,62.75,35.50,62.88,38.81
2021-08-20T16:16:00Z,22.06,62.62,37.88,62.75,35.56,62.88,38.88
2021-08-20T16:17:00Z,22.00,62.56,37.94,62.75,35.62,62.88,38.88
2021-08-20T16:18:00Z,22.00,62.62,38.00,62.75,35.62,62.88,38.88
2021-08-20T16:19:00Z,22.00,62.56,38.06,62.75,35.69,62.88,38.88
2021-08-20T16:21:00Z,22.00,62.56,38.12,62.75,35.69,62.88,38.88
2021-08-20T16:22:00Z,22.06,62.62,38.12,62.75,35.69,62.88,38.81
2021-08-20T16:23:00Z,22.06,62.56,38.19,62.75,35.75,62.88,38.81
2021-08-20T16:24:00Z,22.06,62.56,38.19,62.75,35.81,62.88,38.75
2021-08-20T16:25:00Z,22.06,62.62,38.25,62.75,35.75,62.88,38.75
2021-08-20T16:27:00Z,22.06,62.62,38.25,62.75,35.81,62.88,38.75
2021-08-20T16:28:00Z,22.06,62.56,38.31,62.75,35.81,62.88,38.75
2021-08-20T16:29:00Z,22.06,62.56,38.31,62.75,35.81,62.81,38.75
2021-08-20T16:30:00Z,22.00,62.56,38.31,62.75,35.81,62.81,38.75
2021-08-20T16:32:00Z,22.00,62.56,38.38,62.75,35.81,62.81,38.69
2021-08-20T16:33:00Z,22.00,62.56,38.38,62.75,35.75,62.81,38.69
2021-08-20T16:34:00Z,22.00,62.56,38.38,62.69,35.81,62.81,38.69
2021-08-20T16:35:00Z,22.00,62.56,38.38,62.69,35.88,62.81,38.69
2021-08-20T16:37:00Z,21.94,62.56,38.44,62.75,35.81,62.81,38.62
2021-08-20T16:38:00Z,22.00,62.56,38.44,62.69,35.81,62.81,38.62
2021-08-20T16:39:00Z,22.00,62.56,38.44,62.69,35.81,62.81,38.62
2021-08-20T16:40:00Z,22.06,62.56,38.44,62.69,35.81,62.81,38.56
2021-08-20T16:41:00Z,22.06,62.56,38.44,62.69,35.88,62.81,38.56
2021-08-20T16:43:00Z,22.00,62.56,38.44,62.69,35.88,62.81,38.56
2021-08-20T16:44:00Z,22.00,62.56,38.44,62.69,35.81,62.81,38.56
2021-08-20T16:45:00Z,22.00,62.56,38.38,62.69,35.88,62.75,38.50
2021-08-20T16:46:00Z,21.94,62.56,38.44,62.69,35.75,62.81,38.50
2021-08-20T16:48:00Z,21.94,62.50,38.44,62.69,35.81,62.75,38.50
2021-08-20T16:49:00Z,21.94,62.50,38.44,62.69,35.81,62.75,38.44
2021-08-20T16:50:00Z,22.00,62.50,38.44,62.69,35.81,62.75,38.44
2021-08-20T16:51:00Z,21.94,62.50,38.44,62.69,35.81,62.75,38.44
2021-08-20T16:53:00Z,21.94,62.50,38.44,62.69,35.88,62.75,38.38
2021-08-20T16:54:00Z,21.94,62.50,38.44,62.62,35.81,62.75,38.44
2021-08-20T16:55:00Z,21.94,62.50,38.50,62.69,35.75,62.75,38.38
2021-08-20T16:56:00Z,21.94,62.50,38.44,62.62,35.75,62.75,38.38
2021-08-20T16:57:00Z,21.94,62.44,38.44,62.62,35.81,62.75,38.38
2021-08-20T16:59:00Z,21.94,62.44,38.44,62.62,35.75,62.75,38.38
2021-08-20T17:00:00Z,21.94,62.44,38.44,62.62,35.81,62.69,38.38
2021-08-20T17:01:00Z,21.94,62.44,38.44,62.62,35.88,62.75,38.31
2021-08-20T17:02:00Z,21.94,62.44,38.50,62.62,35.88,62.69,38.31
2021-08-20T17:04:00Z,22.00,62.44,38.44,62.62,35.88,62.69,38.31
2021-08-20T17:05:00Z,22.00,62.44,38.44,62.56,35.81,62.69,38.31
2021-08-20T17:06:00Z,22.00,62.44,38.50,62.56,35.88,62.69,38.25
2021-08-20T17:07:00Z,21.94,62.44,38.44,62.56,35.88,62.69,38.25
2021-08-20T17:09:00Z,22.00,62.44,38.44,62.56,35.88,62.69,38.19
2021-08-20T17:10:00Z,22.00,62.38,38.44,62.56,35.94,62.69,38.25
2021-08-20T17:11:00Z,22.00,62.44,38.50,62.56,35.88,62.69,38.19
2021-08-20T17:12:00Z,22.00,62.44,38.50,62.56,35.88,62.69,38.19
2021-08-20T17:14:00Z,22.00,62.38,38.44,62.56,35.88,62.62,38.19
2021-08-20T17:15:00Z,22.00,62.38,38.44,62.56,35.94,62.69,38.19
2021-08-20T17:16:00Z,22.00,62.38,38.50,62.56,35.88,62.62,38.19
2021-08-20T17:17:00Z,21.94,62.38,38.50,62.56,35.88,62.62,38.12
2021-08-20T17:18:00Z,21.94,62.38,38.50,62.56,35.88,62.62,38.12
2021-08-20T17:20:00Z,21.94,62.38,38.50,62.56,35.88,62.62,38.12
2021-08-20T17:21:00Z,22.00,62.38,38.50,62.50,35.81,62.62,38.06
2021-08-20T17:22:00Z,21.94,62.38,38.50,62.56,35.81,62.62,38.06
2021-08-20T17:23:00Z,21.94,62.38,38.50,62.50,35.88,62.62,38.06
2021-08-20T17:25:00Z,21.94,62.31,38.50,62.50,35.88,62.62,38.19
2021-08-20T17:26:00Z,22.00,62.38,38.56,62.50,35.81,62.56,38.25
2021-08-20T17:27:00Z,21.94,62.38,38.56,62.50,35.81,62.56,38.38
2021-08-20T17:28:00Z,21.94,62.31,38.56,62.50,35.81,62.56,38.44
2021-08-20T17:30:00Z,21.94,62.31,38.56,62.50,35.75,62.56,38.44
2021-08-20T17:31:00Z,21.94,62.31,38.56,62.50,35.75,62.56,38.50
2021-08-20T17:32:00Z,21.94,62.31,38.56,62.50,35.75,62.56,38.50
2021-08-20T17:33:00Z,22.00,62.31,38.50,62.50,35.69,62.56,38.50
2021-08-20T17:34:00Z,21.94,62.31,38.50,62.44,35.75,62.56,38.44
2021-08-20T17:36:00Z,21.94,62.31,38.56,62.44,35.75,62.56,38.50
2021-08-20T17:37:00Z,21.94,62.31,38.56,62.50,35.75,62.56,38.44
2021-08-20T17:38:00Z,21.94,62.31,38.56,62.44,35.75,62.56,38.44
2021-08-20T17:39:00Z,22.00,62.25,38.56,62.44,35.69,62.50,38.44
2021-08-20T17:41:00Z,22.00,62.25,38.56,62.44,35.75,62.50,38.94
2021-08-20T17:42:00Z,22.06,62.31,38.62,62.38,35.94,62.50,41.31
2021-08-20T17:43:00Z,22.00,62.38,38.69,62.38,36.12,62.44,43.00
2021-08-20T17:44:00Z,22.06,62.38,38.75,62.31,36.19,62.50,44.12
2021-08-20T17:46:00Z,22.06,62.38,38.88,62.31,36.25,62.50,44.94
2021-08-20T17:47:00Z,22.06,62.38,38.88,62.31,36.25,62.50,45.44
2021-08-20T17:48:00Z,22.06,62.38,38.94,62.38,36.25,62.50,45.75
2021-08-20T17:49:00Z,22.06,62.31,38.94,62.38,36.19,62.50,45.88
2021-08-20T17:50:00Z,22.06,62.38,39.00,62.38,36.19,62.50,45.88
2021-08-20T17:52:00Z,22.06,62.31,39.00,62.38,36.19,62.50,45.88
2021-08-20T17:53:00Z,22.06,62.31,39.06,62.38,36.19,62.50,45.81
2021-08-20T17:54:00Z,22.12,62.31,39.06,62.38,36.12,62.50,45.69
2021-08-20T17:55:00Z,22.12,62.31,39.06,62.38,36.12,62.50,45.56
2021-08-20T17:57:00Z,22.12,62.31,39.12,62.38,36.12,62.50,45.44
2021-08-20T17:58:00Z,22.06,62.25,39.12,62.38,36.00,62.50,45.31
2021-08-20T17:59:00Z,22.06,62.25,39.12,62.38,36.00,62.50,45.19
2021-08-20T18:00:00Z,22.06,62.25,39.12,62.38,36.00,62.44,45.00
2021-08-20T18:02:00Z,22.06,62.25,39.12,62.38,35.94,62.50,44.94
2021-08-20T18:03:00Z,22.06,62.25,39.12,62.38,35.94,62.44,44.75
2021-08-20T18:04:00Z,22.06,62.25,39.12,62.38,35.88,62.44,44.62
2021-08-20T18:05:00Z,22.06,62.25,39.12,62.38,35.88,62.44,44.50
2021-08-20T18:06:00Z,22.12,62.25,39.12,62.38,35.81,62.44,44.38
2021-08-20T18:08:00Z,22.12,62.19,39.19,62.38,35.75,62.44,44.25
2021-08-20T18:09:00Z,22.12,62.19,39.19,62.38,35.75,62.44,44.12
2021-08-20T18:10:00Z,22.12,62.19,39.19,62.38,35.69,62.44,44.00
2021-08-20T18:11:00Z,22.12,62.19,39.12,62.38,35.69,62.44,43.94
2021-08-20T18:13:00Z,22.12,62.19,39.19,62.31,35.69,62.44,43.81
2021-08-20T18:14:00Z,22.12,62.19,39.12,62.31,35.69,62.44,43.69
2021-08-20T18:15:00Z,22.12,62.19,39.12,62.31,35.75,62.44,43.56
2021-08-20T18:16:00Z,22.12,62.19,39.19,62.31,35.69,62.38,43.44
2021-08-20T18:18:00Z,22.12,62.19,39.12,62.31,35.75,62.38,43.38
2021-08-20T18:19:00Z,22.12,62.12,39.12,62.31,35.75,62.38,43.31
2021-08-20T18:20:00Z,22.12,62.12,39.19,62.31,35.75,62.38,43.19
2021-08-20T18:21:00Z,22.12,62.12,39.12,62.31,35.75,62.38,43.06
2021-08-20T18:22:00Z,22.12,62.12,39.12,62.31,35.81,62.38,43.00
2021-08-20T18:24:00Z,22.12,62.12,39.19,62.25,35.81,62.38,42.94
2021-08-20T18:25:00Z,22.12,62.12,39.12,62.25,35.81,62.38,42.81
2021-08-20T18:26:00Z,22.19,62.12,39.12,62.25,35.88,62.38,42.75
2021-08-20T18:27:00Z,22.19,62.12,39.12,62.25,35.88,62.31,42.69
2021-08-20T18:29:00Z,22.19,62.12,39.12,62.25,35.81,62.31,42.56
2021-08-20T18:30:00Z,22.12,62.12,39.12,62.25,35.81,62.31,42.50
2021-08-20T18:31:00Z,22.12,62.12,39.12,62.25,35.81,62.31,42.88
2021-08-20T18:32:00Z,22.12,62.12,39.06,62.25,35.69,62.31,44.06
2021-08-20T18:34:00Z,22.12,62.12,39.12,62.25,35.75,62.31,44.81
2021-08-20T18:35:00Z,22.12,62.12,39.12,62.25,35.75,62.31,45.31
2021-08-20T18:36:00Z,22.12,62.12,39.12,62.25,35.75,62.31,45.56
2021-08-20T18:37:00Z,22.12,62.06,39.19,62.25,35.69,62.31,45.69
2021-08-20T18:38:00Z,22.12,62.06,39.19,62.25,35.69,62.31,45.69
2021-08-20T18:40:00Z,22.06,62.06,39.19,62.25,35.56,62.31,45.62
2021-08-20T18:41:00Z,22.12,62.06,39.19,62.25,35.56,62.31,45.56
2021-08-20T18:42:00Z,22.12,62.06,39.19,62.25,35.56,62.25,45.50
2021-08-20T18:43:00Z,22.12,62.06,39.19,62.19,35.50,62.25,45.38
2021-08-20T18:45:00Z,22.12,62.06,39.19,62.19,35.56,62.25,45.19
2021-08-20T18:46:00Z,22.12,62.00,39.19,62.19,35.50,62.25,45.06
2021-08-20T18:47:00Z,22.12,62.00,39.19,62.19,35.50,62.25,44.88
2021-08-20T18:48:00Z,22.12,62.00,39.19,62.19,35.50,62.25,44.75
2021-08-20T18:50:00Z,22.06,62.00,39.19,62.19,35.50,62.25,44.62
2021-08-20T18:51:00Z,22.06,62.00,39.19,62.19,35.50,62.25,44.50
2021-08-20T18:52:00Z,22.06,62.00,39.19,62.19,35.44,62.25,44.38
2021-08-20T18:53:00Z,22.06,62.00,39.19,62.19,35.50,62.25,44.19
2021-08-20T18:54:00Z,22.06,62.00,39.19,62.19,35.44,62.25,44.06
2021-08-20T18:56:00Z,22.06,61.94,39.19,62.12,35.44,62.25,43.94
2021-08-20T18:57:00Z,22.06,62.00,39.12,62.12,35.44,62.25,43.88
2021-08-20T18:58:00Z,22.06,62.00,39.12,62.12,35.50,62.19,43.75
2021-08-20T18:59:00Z,22.06,61.94,39.12,62.12,35.50,62.19,43.62
2021-08-20T19:01:00Z,22.06,61.94,39.12,62.12,35.50,62.19,43.50
2021-08-20T19:02:00Z,22.06,61.94,39.12,62.12,35.50,62.19,43.44
2021-08-20T19:03:00Z,22.12,61.94,39.12,62.12,35.50,62.19,43.31
2021-08-20T19:04:00Z,22.06,61.94,39.12,62.12,35.50,62.19,43.19
2021-08-20T19:06:00Z,22.12,61.94,39.12,62.12,35.50,62.19,43.12
2021-08-20T19:07:00Z,22.12,61.94,39.12,62.06,35.50,62.19,43.00
2021-08-20T19:08:00Z,22.12,61.88,39.06,62.06,35.50,62.19,42.94
2021-08-20T19:09:00Z,22.12,61.88,39.12,62.06,35.44,62.19,42.81
2021-08-20T19:10:00Z,22.06,61.88,39.12,62.06,35.50,62.12,42.75
2021-08-20T19:12:00Z,22.12,61.88,39.06,62.06,35.56,62.19,42.62
2021-08-20T19:13:00Z,22.06,61.88,39.06,62.06,35.50,62.12,42.56
2021-08-20T19:14:00Z,22.12,61.88,39.06,62.06,35.44,62.12,42.44
2021-08-20T19:15:00Z,22.06,61.88,39.12,62.06,35.44,62.12,42.38
2021-08-20T19:17:00Z,22.06,61.88,39.06,62.06,35.44,62.12,42.31
2021-08-20T19:18:00Z,22.12,61.44,39.06,62.00,35.56,62.06,44.00
2021-08-20T19:19:00Z,22.06,59.12,39.12,52.69,40.31,61.81,45.38
2021-08-20T19:20:00Z,22.06,57.50,39.12,40.81,43.81,60.62,46.25
2021-08-20T19:22:00Z,22.06,56.31,39.12,51.75,45.88,58.94,46.88
2021-08-20T19:23:00Z,22.06,55.44,39.12,60.50,47.31,57.75,47.38
2021-08-20T19:24:00Z,22.06,55.06,39.12,64.38,48.38,57.25,47.62
2021-08-20T19:25:00Z,22.06,55.00,39.19,66.25,49.19,57.88,47.62
2021-08-20T19:27:00Z,22.06,55.31,39.19,67.12,49.75,58.81,47.44
2021-08-20T19:28:00Z,22.06,56.31,39.31,67.62,50.19,59.69,47.31
2021-08-20T19:29:00Z,22.06,56.19,39.44,67.94,50.50,60.56,48.00
2021-08-20T19:30:00Z,22.06,56.12,39.62,68.06,51.06,61.06,48.44
2021-08-20T19:31:00Z,22.06,56.12,39.69,68.38,51.31,61.44,48.81
2021-08-20T19:33:00Z,22.06,56.06,39.81,68.62,51.62,61.75,49.06
2021-08-20T19:34:00Z,22.06,56.31,39.94,68.69,51.94,61.69,49.06
2021-08-20T19:35:00Z,22.06,56.62,40.06,68.75,52.19,61.81,48.88
2021-08-20T19:36:00Z,22.06,57.31,40.12,68.75,52.38,62.19,48.56
2021-08-20T19:38:00Z,22.06,59.38,40.19,68.75,52.50,62.75,48.25
2021-08-20T19:39:00Z,22.06,61.19,40.25,68.75,52.50,63.31,48.38
2021-08-20T19:40:00Z,22.06,59.88,40.38,68.69,52.94,63.62,48.69
2021-08-20T19:41:00Z,22.06,58.94,40.38,68.75,53.25,63.56,48.88
2021-08-20T19:43:00Z,22.06,58.56,40.38,69.06,53.56,62.81,49.00
2021-08-20T19:44:00Z,22.06,58.56,40.50,69.12,53.88,62.38,49.00
2021-08-20T19:45:00Z,22.00,58.69,40.62,69.12,54.06,62.69,48.69
2021-08-20T19:46:00Z,22.00,59.31,40.62,69.06,54.19,63.19,48.38
2021-08-20T19:47:00Z,21.94,61.06,40.75,69.00,54.31,63.56,48.06
2021-08-20T19:49:00Z,21.94,62.69,40.81,68.94,54.38,64.00,47.75
2021-08-20T19:50:00Z,21.94,63.81,40.88,68.88,54.44,64.38,47.50
2021-08-20T19:51:00Z,21.88,64.56,40.94,68.81,54.56,64.69,47.25
2021-08-20T19:52:00Z,21.88,65.00,41.00,66.12,54.56,65.00,47.00
2021-08-20T19:54:00Z,21.88,65.00,41.06,61.50,54.62,65.19,46.81
2021-08-20T19:55:00Z,21.88,64.75,41.06,61.31,54.62,65.00,46.56
2021-08-20T19:56:00Z,21.88,64.56,41.12,63.50,54.44,64.75,46.44
2021-08-20T19:57:00Z,21.81,64.44,41.06,64.50,54.31,64.62,46.31
2021-08-20T19:59:00Z,21.81,64.31,41.06,64.94,54.06,64.56,46.12
2021-08-20T20:00:00Z,21.81,64.25,41.06,64.94,53.81,64.50,46.00
2021-08-20T20:01:00Z,21.81,64.25,41.06,64.81,53.56,64.50,45.88
2021-08-20T20:02:00Z,21.81,64.25,41.06,64.69,53.31,64.50,45.75
2021-08-20T20:03:00Z,21.75,64.25,41.00,64.56,53.00,64.50,45.62
2021-08-20T20:05:00Z,21.75,64.19,41.00,64.44,52.75,64.50,45.50
2021-08-20T20:06:00Z,21.75,64.19,41.00,64.38,52.50,64.44,45.38
2021-08-20T20:07:00Z,21.75,64.19,40.94,64.31,52.19,64.44,45.31
2021-08-20T20:08:00Z,21.69,64.19,41.00,64.25,51.94,64.44,45.19
2021-08-20T20:10:00Z,21.75,64.19,40.94,64.25,51.69,64.44,45.12
2021-08-20T20:11:00Z,21.75,64.12,40.94,64.19,51.44,64.44,45.06
2021-08-20T20:12:00Z,21.81,64.12,40.88,64.19,51.19,64.44,44.94
2021-08-20T20:13:00Z,21.81,64.12,40.88,64.12,50.94,64.44,44.81
2021-08-20T20:15:00Z,21.81,64.12,40.88,64.12,50.69,64.44,44.75
2021-08-20T20:16:00Z,21.81,64.12,40.88,64.06,50.50,64.38,44.69
2021-08-20T20:17:00Z,21.81,64.12,40.75,64.06,50.25,64.44,44.62
2021-08-20T20:18:00Z,21.81,64.12,40.75,64.06,50.06,64.44,44.50
2021-08-20T20:19:00Z,21.81,64.12,40.75,64.06,49.88,64.44,44.44
2021-08-20T20:21:00Z,21.81,64.06,40.75,64.00,49.69,64.38,44.38
2021-08-20T20:22:00Z,21.81,64.06,40.75,64.00,49.50,64.38,44.31
2021-08-20T20:23:00Z,21.81,64.06,40.69,64.00,49.38,64.38,44.25
2021-08-20T20:24:00Z,21.81,64.06,40.69,63.94,49.19,64.38,44.12
2021-08-20T20:26:00Z,21.81,64.06,40.62,63.94,49.06,64.38,44.06
2021-08-20T20:27:00Z,21.81,64.06,40.62,63.94,48.88,64.38,44.00
2021-08-20T20:28:00Z,21.81,64.06,40.62,63.94,48.75,64.38,43.88
2021-08-20T20:29:00Z,21.81,64.06,40.62,63.94,48.62,64.38,43.81
2021-08-20T20:31:00Z,21.75,64.06,40.62,63.88,48.50,64.38,43.75
2021-08-20T20:32:00Z,21.75,64.06,40.56,63.88,48.31,64.31,43.69
2021-08-20T20:33:00Z,21.75,64.00,40.50,63.88,48.25,64.38,43.62
2021-08-20T20:34:00Z,21.75,64.00,40.56,63.88,48.12,64.38,43.56
2021-08-20T20:35:00Z,21.75,64.00,40.50,63.88,48.00,64.31,43.50
2021-08-20T20:37:00Z,21.75,64.00,40.50,63.81,47.94,64.31,43.38
2021-08-20T20:38:00Z,21.75,64.00,40.50,63.81,47.81,64.31,43.31
2021-08-20T20:39:00Z,21.75,64.00,40.44,63.81,47.69,64.31,43.25
2021-08-20T20:40:00Z,21.75,64.00,40.50,63.81,47.62,64.31,43.19
2021-08-20T20:42:00Z,21.75,64.00,40.50,63.81,47.56,64.31,43.06
2021-08-20T20:43:00Z,21.69,63.94,40.44,63.81,47.44,64.31,43.00
2021-08-20T20:44:00Z,21.69,63.94,40.44,63.81,47.38,64.31,43.00
2021-08-20T20:45:00Z,21.69,63.94,40.44,63.75,47.31,64.31,42.94
2021-08-20T20:47:00Z,21.69,63.94,40.44,63.75,47.25,64.31,42.88
2021-08-20T20:48:00Z,21.69,63.94,40.38,63.75,47.12,64.31,42.75
2021-08-20T20:49:00Z,21.69,63.94,40.44,63.75,47.06,64.25,42.75
2021-08-20T20:50:00Z,21.69,63.94,40.38,63.75,46.94,64.25,42.69
2021-08-20T20:51:00Z,21.69,63.94,40.38,63.75,46.94,64.25,42.62
2021-08-20T20:53:00Z,21.62,63.94,40.31,63.75,46.81,64.25,42.56
2021-08-20T20:54:00Z,21.62,63.88,40.31,63.75,46.75,64.25,42.50
2021-08-20T20:55:00Z,21.62,63.88,40.31,63.75,46.69,64.25,42.44
2021-08-20T20:56:00Z,21.62,63.88,40.31,63.69,46.62,64.25,42.44
2021-08-20T20:58:00Z,21.62,63.88,40.31,63.69,46.50,64.25,42.38
2021-08-20T20:59:00Z,21.62,63.88,40.31,63.69,46.50,64.25,42.31
2021-08-20T21:00:00Z,21.62,63.88,40.31,63.69,46.44,64.25,42.19
2021-08-20T21:01:00Z,21.56,63.88,40.31,63.69,46.38,64.25,42.19
2021-08-20T21:03:00Z,21.56,63.88,40.25,63.69,46.25,64.25,42.12
2021-08-20T21:04:00Z,21.56,63.88,40.25,63.69,46.25,64.25,42.06
2021-08-20T21:05:00Z,21.56,63.88,40.25,63.69,46.12,64.25,42.06
2021-08-20T21:06:00Z,21.56,63.88,40.25,63.69,46.06,64.25,42.00
2021-08-20T21:08:00Z,21.56,63.88,40.25,63.69,46.00,64.25,41.94
2021-08-20T21:09:00Z,21.56,63.88,40.19,63.69,45.94,64.25,41.94
2021-08-20T21:10:00Z,21.56,63.81,40.19,63.69,45.88,64.25,41.88
2021-08-20T21:11:00Z,21.56,63.81,40.12,63.69,45.81,64.19,41.81
2021-08-20T21:12:00Z,21.56,63.81,40.19,63.69,45.75,64.19,41.81
2021-08-20T21:14:00Z,21.56,63.81,40.19,63.62,45.75,64.19,41.75
2021-08-20T21:15:00Z,21.50,63.81,40.12,63.69,45.69,64.19,41.69
2021-08-20T21:16:00Z,21.50,63.81,40.12,63.62,45.62,64.19,41.62
2021-08-20T21:17:00Z,21.50,63.81,40.12,63.62,45.50,64.19,41.56
2021-08-20T21:19:00Z,21.50,63.75,40.12,63.62,45.44,64.19,41.56
2021-08-20T21:20:00Z,21.50,63.81,40.12,63.62,45.38,64.19,41.44
2021-08-20T21:21:00Z,21.50,63.75,40.06,63.62,45.31,64.19,41.44
2021-08-20T21:22:00Z,21.50,63.75,40.12,63.62,45.19,64.19,41.44
2021-08-20T21:24:00Z,21.50,63.75,40.06,63.62,45.12,64.19,41.38
2021-08-20T21:25:00Z,21.50,63.75,40.06,63.62,45.12,64.19,41.38
2021-08-20T21:26:00Z,21.50,63.75,40.06,63.62,45.06,64.19,41.31
2021-08-20T21:27:00Z,21.44,63.75,40.06,63.62,44.94,64.19,41.31
2021-08-20T21:28:00Z,21.44,63.75,40.06,63.62,44.88,64.19,41.25
2021-08-20T21:30:00Z,21.44,63.75,40.06,63.62,44.75,64.12,41.19
2021-08-20T21:31:00Z,21.44,63.75,40.00,63.62,44.75,64.19,41.12
2021-08-20T21:32:00Z,21.44,63.75,40.06,63.62,44.62,64.12,41.12
2021-08-20T21:33:00Z,21.44,63.75,40.00,63.62,44.56,64.12,41.06
